lat_idx,lon_idx,lat,lon,EPHI_p1,EPHI_p2,EPHI_change,EPHI_change_pct
16,200,51.0,120.0,0.21065171743175717,0.20841778954319853,-0.00223392788855864,-1.060484061461471
16,201,51.0,120.25,0.19563243919645892,0.1916413718266542,-0.003991067369804729,-2.0400846537504966
16,202,51.0,120.5,0.19096342449233925,0.18574773275969436,-0.005215691732644884,-2.7312516763408365
16,203,51.0,120.75,0.1690853086234016,0.16347460009270065,-0.0056107085307009474,-3.3182708636132916
16,204,51.0,121.0,0.17043141892196717,0.16627622342254272,-0.004155195499424447,-2.438045476419417
16,205,51.0,121.25,0.1831579674287817,0.18117386903973473,-0.0019840983890469788,-1.0832716790321808
16,206,51.0,121.5,0.19902622912275075,0.19875240512710793,-0.00027382399564282456,-0.1375818638828462
16,207,51.0,121.75,0.19770590975146518,0.19905679921549638,0.0013508894640311964,0.6832822881872327
16,208,51.0,122.0,0.18294242216527504,0.18113870050061184,-0.0018037216646631937,-0.9859504664443898
16,209,51.0,122.25,0.18186963592388014,0.17865403721419962,-0.0032155987096805227,-1.7680789282639693
16,210,51.0,122.5,0.20488211174409693,0.19879620360336964,-0.006085908140727292,-2.9704438757097296
16,211,51.0,122.75,0.20913755984509094,0.20080772380180373,-0.008329836043287214,-3.98294598514832
16,212,51.0,123.0,0.19252801060878436,0.1818301366811158,-0.01069787392766855,-5.556528576720485
16,213,51.0,123.25,0.22490915442730144,0.21562136506092933,-0.009287789366372118,-4.12957373390253
16,214,51.0,123.5,0.20961803019054126,0.20323951071023477,-0.006378519480306488,-3.0429250167595128
16,215,51.0,123.75,0.1841100589863648,0.18429549595890504,0.00018543697254025382,0.10072071757577748
16,216,51.0,124.0,0.1704740595830416,0.1713696229251929,0.0008955633421512954,0.525337018630126
16,217,51.0,124.25,0.198845687703043,0.19842560576807994,-0.000420081934963068,-0.2112602691140178
16,218,51.0,124.5,0.22390282775252537,0.2174811696174891,-0.0064216581350362845,-2.8680558434634844
16,219,51.0,124.75,0.23258061329327157,0.22168225974188288,-0.010898353551388684,-4.685839200899539
16,220,51.0,125.0,0.2224739943332764,0.2071469613405645,-0.015327032992711875,-6.889359378225245
16,221,51.0,125.25,0.2222885714269196,0.2041447449670355,-0.018143826459884105,-8.162284881950908
16,222,51.0,125.5,0.23163420079916347,0.21053791614245793,-0.021096284656705544,-9.107586264861165
16,223,51.0,125.75,0.21835393069637027,0.19736572553853304,-0.020988205157837225,-9.612011604692453
16,224,51.0,126.0,0.20597307807954143,0.1899020874645966,-0.016070990614944825,-7.802471451506214
16,225,51.0,126.25,0.21012724516574216,0.20084054381091815,-0.009286701354824012,-4.419560798743132
16,226,51.0,126.5,0.20676666542165878,0.20001006773063612,-0.006756597691022659,-3.2677403184134852
16,227,51.0,126.75,0.17846594303226798,0.17697131342701872,-0.0014946296052492647,-0.8374872986153019
16,228,51.0,127.0,0.20357816631286482,0.19916277633298277,-0.004415389979882056,-2.1688917136115458
17,198,50.75,119.5,0.1705584518677427,0.16449287889462547,-0.006065572973117245,-3.556301611966268
17,199,50.75,119.75,0.20425453395633178,0.1973199931658132,-0.006934540790518584,-3.395048646509429
